league,season,team,player_name,nation,pos,age,born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Int,Tkl+Int,Clr,Blocks_Blocks,Challenges_Tkl%,Challenges_Lost,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_PrgDist,KP,Expected_xA,1/3,PPA,PrgP,Short_Cmp%,Medium_Cmp%,Long_Cmp%,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Outcomes_Blocks,Outcomes_Off,player_id
ENG-Premier League,25/26,Brighton,Joël Veltman,NED,DF,34-115,1992,23,8,993,11.0,1,0,1,1,0,0,5,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joel_veltman_brighton
ENG-Premier League,25/26,Tottenham,Micky van de Ven,NED,DF,25-021,2001,32,32,2771,30.8,4,1,5,4,0,0,8,1,,,,,,,,0.13,0.03,0.16,0.13,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,micky_van_de_ven_tottenham
ENG-Premier League,25/26,Brighton,Bart Verbruggen,NED,GK,23-265,2002,36,36,3240,36.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bart_verbruggen_brighton
ENG-Premier League,25/26,Tottenham,Guglielmo Vicario,ITA,GK,29-215,1996,31,31,2790,31.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guglielmo_vicario_tottenham
ENG-Premier League,25/26,Burnley,Kyle Walker,ENG,"DF,MF",35-347,1990,33,32,2826,31.4,0,2,2,0,0,0,9,0,,,,,,,,0.00,0.06,0.06,0.00,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kyle_walker_burnley
ENG-Premier League,25/26,West Ham,Kyle Walker-Peters,ENG,DF,29-027,1997,22,14,1293,14.4,1,0,1,1,0,0,2,0,,,,,,,,0.07,0.00,0.07,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kyle_walker_peters_west_ham
ENG-Premier League,25/26,West Ham,Aaron Wan-Bissaka,COD,"DF,MF",28-165,1997,23,21,1929,21.4,0,2,2,0,0,0,4,0,,,,,,,,0.00,0.09,0.09,0.00,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aaron_wan_bissaka_west_ham
ENG-Premier League,25/26,West Ham,James Ward-Prowse,ENG,MF,31-190,1994,5,5,413,4.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,james_ward_prowse_west_ham
ENG-Premier League,25/26,Burnley,James Ward-Prowse,ENG,MF,31-190,1994,10,7,651,7.2,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,james_ward_prowse_burnley
ENG-Premier League,25/26,Aston Villa,Ollie Watkins,ENG,FW,30-131,1995,34,30,2569,28.5,11,2,13,11,0,0,3,0,,,,,,,,0.39,0.07,0.46,0.39,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ollie_watkins_aston_villa
ENG-Premier League,25/26,Brighton,Tom Watson,ENG,MF,20-032,2006,6,0,62,0.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom_watson_brighton
ENG-Premier League,25/26,Brighton,Danny Welbeck,ENG,FW,35-165,1990,35,24,2136,23.7,13,1,14,12,1,3,5,0,,,,,,,,0.55,0.04,0.59,0.51,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,danny_welbeck_brighton
ENG-Premier League,25/26,Crystal Palace,Adam Wharton,ENG,MF,22-093,2004,30,27,2325,25.8,0,5,5,0,0,0,6,1,,,,,,,,0.00,0.19,0.19,0.00,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adam_wharton_crystal_palace
ENG-Premier League,25/26,Arsenal,Ben White,ENG,DF,28-214,1997,11,8,675,7.5,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.13,0.13,0.00,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ben_white_arsenal
ENG-Premier League,25/26,Brighton,Mats Wieffer,NED,DF,26-175,1999,25,22,1813,20.1,2,3,5,2,0,0,8,0,,,,,,,,0.10,0.15,0.25,0.10,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mats_wieffer_brighton
ENG-Premier League,25/26,Nott'ham Forest,Neco Williams,WAL,DF,25-027,2001,34,33,2934,32.6,2,3,5,2,0,0,6,1,,,,,,,,0.06,0.09,0.15,0.06,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neco_williams_nott_ham_forest
ENG-Premier League,25/26,Chelsea,Estêvão Willian,BRA,MF,19-016,2007,22,12,848,9.4,2,2,4,2,0,0,4,0,,,,,,,,0.21,0.21,0.42,0.21,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estevao_willian_chelsea
ENG-Premier League,25/26,Newcastle Utd,Joe Willock,ENG,MF,26-263,1999,22,9,855,9.5,0,1,1,0,0,0,3,0,,,,,,,,0.00,0.11,0.11,0.00,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joe_willock_newcastle_utd
ENG-Premier League,25/26,West Ham,Callum Wilson,ENG,"FW,MF",34-072,1992,29,10,1110,12.3,6,1,7,6,0,0,1,0,,,,,,,,0.49,0.08,0.57,0.49,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,callum_wilson_west_ham
ENG-Premier League,25/26,Fulham,Harry Wilson,WAL,MF,29-049,1997,34,32,2642,29.4,10,6,16,10,0,0,7,0,,,,,,,,0.34,0.20,0.55,0.34,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harry_wilson_fulham
ENG-Premier League,25/26,Bournemouth,Ben Winterburn,ENG,MF,21-248,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ben_winterburn_bournemouth
ENG-Premier League,25/26,Liverpool,Florian Wirtz,GER,MF,23-007,2003,31,27,2335,25.9,5,3,8,5,0,0,1,0,,,,,,,,0.19,0.12,0.31,0.19,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,florian_wirtz_liverpool
ENG-Premier League,25/26,Newcastle Utd,Yoane Wissa,COD,FW,29-249,1996,16,4,480,5.3,1,0,1,1,0,0,2,0,,,,,,,,0.19,0.00,0.19,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yoane_wissa_newcastle_utd
ENG-Premier League,25/26,Newcastle Utd,Nick Woltemade,GER,"FW,MF",24-085,2002,30,21,1692,18.8,7,3,10,6,1,1,0,0,,,,,,,,0.37,0.16,0.53,0.32,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nick_woltemade_newcastle_utd
ENG-Premier League,25/26,Nott'ham Forest,Chris Wood,NZL,FW,34-154,1991,12,9,753,8.4,3,0,3,3,0,0,0,0,,,,,,,,0.36,0.00,0.36,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chris_wood_nott_ham_forest
ENG-Premier League,25/26,Liverpool,Freddie Woodman,ENG,GK,29-067,1997,3,2,213,2.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freddie_woodman_liverpool
ENG-Premier League,25/26,Burnley,Joe Worrall,ENG,DF,29-120,1997,11,5,500,5.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joe_worrall_burnley
ENG-Premier League,25/26,Sunderland,Granit Xhaka,SUI,MF,33-225,1992,32,30,2724,30.3,1,6,7,1,0,0,7,0,,,,,,,,0.03,0.20,0.23,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granit_xhaka_sunderland
ENG-Premier League,25/26,Brentford,Yehor Yarmoliuk,UKR,MF,22-070,2004,36,29,2571,28.6,1,2,3,1,0,0,7,0,,,,,,,,0.04,0.07,0.11,0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yehor_yarmoliuk_brentford
ENG-Premier League,25/26,Nott'ham Forest,Ryan Yates,ENG,MF,28-170,1997,20,2,546,6.1,0,2,2,0,0,0,2,0,,,,,,,,0.00,0.33,0.33,0.00,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ryan_yates_nott_ham_forest
ENG-Premier League,25/26,Manchester Utd,Leny Yoro,FRA,DF,20-178,2005,31,18,1723,19.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leny_yoro_manchester_utd
ENG-Premier League,25/26,Nott'ham Forest,Oleksandr Zinchenko,UKR,DF,29-146,1996,5,4,353,3.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oleksandr_zinchenko_nott_ham_forest
ENG-Premier League,25/26,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",24-353,2001,22,5,598,6.6,2,1,3,2,0,0,3,0,,,,,,,,0.30,0.15,0.45,0.30,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joshua_zirkzee_manchester_utd
ENG-Premier League,25/26,Arsenal,Martín Zubimendi,ESP,MF,27-097,1999,35,33,2862,31.8,5,1,6,5,0,0,4,0,,,,,,,,0.16,0.03,0.19,0.16,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martin_zubimendi_arsenal
ENG-Premier League,25/26,Arsenal,Martin Ødegaard,NOR,MF,27-144,1998,22,15,1256,14.0,1,5,6,1,0,0,0,0,,,,,,,,0.07,0.36,0.43,0.07,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martin_degaard_arsenal
